"station_id","station_name","time"
1,"Chicago (Union Station)","5:31 AM"
2,"Halsted St.","5:38 AM"
3,"Western Ave.","5:42 AM"
4,"Cicero","5:47 AM"
6,"Berwyn","5:52 AM"
7,"Harlem Ave.","5:54 AM"
8,"Riverside","5:57 AM"
10,"Brookfield","6:00 AM"
13,"LaGrange, Stone Av","6:04 AM"
14,"Western Springs","6:07 AM"
15,"Highlands","6:10 AM"
16,"Hinsdale","6:12 AM"
18,"Clarendon Hills","6:16 AM"
19,"Westmont","6:19 AM"
20,"Fairview Ave.","6:22 AM"
21,"Downers Grv., Main","6:25 AM"
22,"Belmont","6:28 AM"
23,"Lisle","6:32 AM"
24,"Naperville","6:38 AM"
