"station_id","station_name","time"
26,"Aurora","2:20 PM"
25,"Route 59","2:29 PM"
24,"Naperville","2:34 PM"
23,"Lisle","2:40 PM"
22,"Belmont","2:44 PM"
21,"Downers Grv., Main St.","2:48 PM"
20,"Fairview Ave.","2:50 PM"
19,"Westmont","2:53 PM"
18,"Clarendon Hills","2:56 PM"
16,"Hinsdale","3:00 PM"
14,"Western Springs","3:03 PM"
13,"LaGrange, Stone Av","3:07 PM"
12,"LaGrange Rd.","3:09 PM"
10,"Brookfield","3:12 PM"
9,"Hollywood (Zoo Stop)","3:15 PM"
8,"Riverside","3:17 PM"
7,"Harlem Ave.","3:20 PM"
6,"Berwyn","3:22 PM"
4,"Cicero","3:27 PM"
3,"Western Ave.","3:33 PM"
1,"Chicago (Union Station)","3:47 PM"
