"station_id","station_name","time"
26,"Aurora","10:30 AM"
25,"Route 59","10:39 AM"
24,"Naperville","10:45 AM"
23,"Lisle","10:51 AM"
22,"Belmont","10:54 AM"
21,"Downers Grv., Main St.","10:58 AM"
20,"Fairview Ave.","11:00 AM"
19,"Westmont","11:03 AM"
18,"Clarendon Hills","11:06 AM"
16,"Hinsdale","11:10 AM"
14,"Western Springs","11:13 AM"
13,"LaGrange, Stone Av","11:16 AM"
12,"LaGrange Rd.","11:18 AM"
10,"Brookfield","11:22 AM"
9,"Hollywood (Zoo Stop)","11:24 AM"
8,"Riverside","11:26 AM"
7,"Harlem Ave.","11:29 AM"
6,"Berwyn","11:31 AM"
4,"Cicero","11:36 AM"
1,"Chicago (Union Station)","11:57 AM"
