"station_id","station_name","time"
1,"Chicago (Union Station)","7:07 PM"
4,"Cicero","7:19 PM"
5,"LaVergne","7:24 PM"
6,"Berwyn","7:26 PM"
7,"Harlem Ave.","7:28 PM"
8,"Riverside","7:31 PM"
9,"Hollywood (Zoo Stop)","7:33 PM"
10,"Brookfield","7:35 PM"
11,"Congress Park","7:38 PM"
12,"LaGrange Rd.","7:41 PM"
13,"LaGrange, Stone Av","7:43 PM"
14,"Western Springs","7:46 PM"
15,"Highlands","7:49 PM"
16,"Hinsdale","7:51 PM"
17,"West Hinsdale","7:54 PM"
18,"Clarendon Hills","7:56 PM"
19,"Westmont","7:59 PM"
20,"Fairview Ave.","8:02 PM"
21,"Downers Grv., Main","8:04 PM"
