"station_id","station_name","time"
26,"Aurora","6:21 PM"
25,"Route 59","6:30 PM"
24,"Naperville","6:36 PM"
23,"Lisle","6:42 PM"
22,"Belmont","6:45 PM"
21,"Downers Grv., Main St.","6:49 PM"
20,"Fairview Ave.","6:52 PM"
19,"Westmont","6:55 PM"
18,"Clarendon Hills","6:58 PM"
16,"Hinsdale","7:01 PM"
14,"Western Springs","7:05 PM"
13,"LaGrange, Stone Av","7:08 PM"
12,"LaGrange Rd.","7:10 PM"
10,"Brookfield","7:14 PM"
8,"Riverside","7:17 PM"
7,"Harlem Ave.","7:20 PM"
6,"Berwyn","7:22 PM"
4,"Cicero","7:27 PM"
3,"Western Ave.","7:32 PM"
1,"Chicago (Union Station)","7:41 PM"
