"station_id","station_name","time"
26,"Aurora","6:11 AM"
25,"Route 59","6:20 AM"
24,"Naperville","6:25 AM"
23,"Lisle","6:31 AM"
21,"Downers Grv., Main St.","6:39 AM"
20,"Fairview Ave.","6:42 AM"
19,"Westmont","6:45 AM"
16,"Hinsdale","6:49 AM"
14,"Western Springs","6:53 AM"
12,"LaGrange Rd.","6:56 AM"
10,"Brookfield","7:00 AM"
9,"Hollywood (Zoo Stop)","7:03 AM"
8,"Riverside","7:06 AM"
7,"Harlem Ave.","7:09 AM"
6,"Berwyn","7:11 AM"
5,"LaVergne","7:13 AM"
4,"Cicero","7:17 AM"
3,"Western Ave.","7:23 AM"
2,"Halsted St.","7:27 AM"
1,"Chicago (Union Station)","7:33 AM"
