"station_id","station_name","time"
1,"Chicago (Union Station)","1:30 PM"
2,"Halsted St.","1:36 PM"
3,"Western Ave.","1:40 PM"
4,"Cicero","1:45 PM"
5,"LaVergne","1:49 PM"
6,"Berwyn","1:51 PM"
7,"Harlem Ave.","1:53 PM"
8,"Riverside","1:56 PM"
9,"Hollywood (Zoo Stop)","1:58 PM"
10,"Brookfield","2:01 PM"
11,"Congress Park","2:03 PM"
12,"LaGrange Rd.","2:06 PM"
13,"LaGrange, Stone Av","2:08 PM"
14,"Western Springs","2:11 PM"
15,"Highlands","2:14 PM"
16,"Hinsdale","2:16 PM"
17,"West Hinsdale","2:19 PM"
18,"Clarendon Hills","2:20 PM"
19,"Westmont","2:24 PM"
20,"Fairview Ave.","2:26 PM"
21,"Downers Grv., Main","2:29 PM"
22,"Belmont","2:33 PM"
23,"Lisle","2:36 PM"
24,"Naperville","2:42 PM"
25,"Route 59","2:47 PM"
26,"Aurora","2:59 PM"
