"station_id","station_name","time"
26,"Aurora","2:20 PM"
25,"Route 59","2:29 PM"
24,"Naperville","2:35 PM"
23,"Lisle","2:40 PM"
22,"Belmont","2:45 PM"
21,"Downers Grv., Main St.","2:48 PM"
20,"Fairview Ave.","2:50 PM"
19,"Westmont","2:52 PM"
18,"Clarendon Hills","2:55 PM"
16,"Hinsdale","2:58 PM"
14,"Western Springs","3:01 PM"
13,"LaGrange, Stone Av","3:04 PM"
12,"LaGrange Rd.","3:06 PM"
10,"Brookfield","3:09 PM"
9,"Hollywood (Zoo Stop)","3:11 PM"
8,"Riverside","3:14 PM"
7,"Harlem Ave.","3:16 PM"
6,"Berwyn","3:18 PM"
4,"Cicero","3:23 PM"
3,"Western Ave.","3:26 PM"
1,"Chicago (Union Station)","3:47 PM"
