"station_id","station_name","time"
1,"Chicago (Union Station)","7:00 PM"
4,"Cicero","7:11 PM"
5,"LaVergne","7:15 PM"
6,"Berwyn","7:17 PM"
7,"Harlem Ave.","7:19 PM"
8,"Riverside","7:21 PM"
9,"Hollywood (Zoo Stop)","7:24 PM"
10,"Brookfield","7:26 PM"
11,"Congress Park","7:28 PM"
12,"LaGrange Rd.","7:30 PM"
13,"LaGrange, Stone Av","7:32 PM"
14,"Western Springs","7:35 PM"
15,"Highlands","7:37 PM"
16,"Hinsdale","7:40 PM"
17,"West Hinsdale","7:43 PM"
18,"Clarendon Hills","7:44 PM"
19,"Westmont","7:47 PM"
20,"Fairview Ave.","7:49 PM"
21,"Downers Grv., Main","7:51 PM"
