"station_id","station_name","time"
1,"Chicago (Union Station)","12:30 PM"
3,"Western Ave.","12:39 PM"
4,"Cicero","12:44 PM"
6,"Berwyn","12:48 PM"
7,"Harlem Ave.","12:50 PM"
8,"Riverside","12:52 PM"
9,"Hollywood (Zoo Stop)","12:55 PM"
10,"Brookfield","12:57 PM"
12,"LaGrange Rd.","1:00 PM"
13,"LaGrange, Stone Av","1:02 PM"
14,"Western Springs","1:05 PM"
16,"Hinsdale","1:08 PM"
18,"Clarendon Hills","1:11 PM"
19,"Westmont","1:14 PM"
20,"Fairview Ave.","1:16 PM"
21,"Downers Grv., Main","1:18 PM"
22,"Belmont","1:22 PM"
23,"Lisle","1:26 PM"
24,"Naperville","1:31 PM"
25,"Route 59","1:35 PM"
26,"Aurora","1:53 PM"
