"station_id","station_name","time"
1,"Chicago (Union Station)","6:00 PM"
4,"Cicero","6:12 PM"
5,"LaVergne","6:16 PM"
6,"Berwyn","6:18 PM"
7,"Harlem Ave.","6:20 PM"
8,"Riverside","6:23 PM"
10,"Brookfield","6:27 PM"
12,"LaGrange Rd.","6:30 PM"
13,"LaGrange, Stone Av","6:33 PM"
14,"Western Springs","6:35 PM"
15,"Highlands","6:37 PM"
16,"Hinsdale","6:40 PM"
17,"West Hinsdale","6:42 PM"
18,"Clarendon Hills","6:44 PM"
19,"Westmont","6:47 PM"
20,"Fairview Ave.","6:50 PM"
21,"Downers Grv., Main","6:53 PM"
22,"Belmont","6:56 PM"
23,"Lisle","7:00 PM"
24,"Naperville","7:05 PM"
25,"Route 59","7:09 PM"
26,"Aurora","7:21 PM"
