"station_id","station_name","time"
26,"Aurora","9:20 AM"
25,"Route 59","9:30 AM"
24,"Naperville","9:35 AM"
23,"Lisle","9:41 AM"
22,"Belmont","9:46 AM"
21,"Downers Grv., Main St.","9:49 AM"
20,"Fairview Ave.","9:51 AM"
19,"Westmont","9:53 AM"
18,"Clarendon Hills","9:56 AM"
16,"Hinsdale","10:00 AM"
14,"Western Springs","10:03 AM"
13,"LaGrange, Stone Av","10:06 AM"
12,"LaGrange Rd.","10:08 AM"
10,"Brookfield","10:11 AM"
9,"Hollywood (Zoo Stop)","10:14 AM"
8,"Riverside","10:16 AM"
7,"Harlem Ave.","10:18 AM"
6,"Berwyn","10:20 AM"
4,"Cicero","10:25 AM"
1,"Chicago (Union Station)","10:47 AM"
