"station_id","station_name","time"
26,"Aurora","7:03 AM"
25,"Route 59","7:12 AM"
24,"Naperville","7:17 AM"
23,"Lisle","7:23 AM"
22,"Belmont","7:26 AM"
21,"Downers Grv., Main St.","7:30 AM"
20,"Fairview Ave.","7:33 AM"
19,"Westmont","7:36 AM"
18,"Clarendon Hills","7:39 AM"
16,"Hinsdale","7:44 AM"
15,"Highlands","7:47 AM"
14,"Western Springs","7:50 AM"
13,"LaGrange, Stone Av","7:55 AM"
12,"LaGrange Rd.","7:58 AM"
3,"Western Ave.","8:10 AM"
2,"Halsted St.","8:14 AM"
1,"Chicago (Union Station)","8:22 AM"
