"station_id","station_name","time"
1,"Chicago (Union Station)","9:40 PM"
4,"Cicero","9:51 PM"
6,"Berwyn","9:55 PM"
7,"Harlem Ave.","9:57 PM"
8,"Riverside","9:59 PM"
10,"Brookfield","10:02 PM"
12,"LaGrange Rd.","10:06 PM"
13,"LaGrange, Stone Av","10:08 PM"
14,"Western Springs","10:11 PM"
16,"Hinsdale","10:14 PM"
18,"Clarendon Hills","10:17 PM"
19,"Westmont","10:20 PM"
20,"Fairview Ave.","10:23 PM"
21,"Downers Grv., Main","10:25 PM"
22,"Belmont","10:28 PM"
23,"Lisle","10:31 PM"
24,"Naperville","10:37 PM"
25,"Route 59","10:42 PM"
26,"Aurora","10:55 PM"
