"station_id","station_name","time"
26,"Aurora","4:40 AM"
25,"Route 59","4:49 AM"
24,"Naperville","4:54 AM"
23,"Lisle","4:59 AM"
22,"Belmont","5:02 AM"
21,"Downers Grv., Main St.","5:05 AM"
20,"Fairview Ave.","5:07 AM"
19,"Westmont","5:09 AM"
18,"Clarendon Hills","5:11 AM"
17,"West Hinsdale","5:13 AM"
16,"Hinsdale","5:16 AM"
15,"Highlands","5:18 AM"
14,"Western Springs","5:20 AM"
13,"LaGrange, Stone Av","5:23 AM"
12,"LaGrange Rd.","5:25 AM"
11,"Congress Park","5:27 AM"
10,"Brookfield","5:29 AM"
9,"Hollywood (Zoo Stop)","5:31 AM"
8,"Riverside","5:33 AM"
7,"Harlem Ave.","5:35 AM"
6,"Berwyn","5:37 AM"
5,"LaVergne","5:40 AM"
4,"Cicero","5:43 AM"
3,"Western Ave.","5:48 AM"
2,"Halsted St.","5:52 AM"
1,"Chicago (Union Station)","6:00 AM"
