"station_id","station_name","time"
1,"Chicago (Union Station)","7:40 PM"
4,"Cicero","7:51 PM"
6,"Berwyn","7:56 PM"
7,"Harlem Ave.","7:58 PM"
8,"Riverside","8:00 PM"
10,"Brookfield","8:03 PM"
12,"LaGrange Rd.","8:07 PM"
13,"LaGrange, Stone Av","8:09 PM"
14,"Western Springs","8:11 PM"
16,"Hinsdale","8:14 PM"
18,"Clarendon Hills","8:17 PM"
19,"Westmont","8:20 PM"
20,"Fairview Ave.","8:23 PM"
21,"Downers Grv., Main","8:25 PM"
22,"Belmont","8:29 PM"
23,"Lisle","8:32 PM"
24,"Naperville","8:37 PM"
25,"Route 59","8:42 PM"
26,"Aurora","8:56 PM"
